,N_agents,l,Run,n,k,worst_agent,average_agent,top_agent,run_id,team_type,Cdiversity,NPdiversity,solution,team
102,10,12,2000,2000,3,82.90278612202066,84.08564103449896,85.04157480952945,1431,best,0.6666666666666666,0.7851851851851852,97.07240813117804,84.9396103167893
103,10,12,2000,2000,3,82.90278612202066,84.08564103449896,85.04157480952945,1431,random,0.9166666666666666,0.9185185185185185,80.95871728015169,83.88080431862413
104,10,12,2000,2000,3,82.90390227993352,84.64144410477279,86.0182231531715,1498,best,0.5,0.9111111111111111,93.79355345786932,85.84161706126957
105,10,12,2000,2000,3,82.90390227993352,84.64144410477279,86.0182231531715,1498,random,0.8333333333333334,0.9259259259259259,99.67980781535577,84.56633702403562
106,10,12,2000,2000,3,82.9236659004909,84.45923062311068,85.64552017685286,1013,best,0.6666666666666666,0.8888888888888888,97.60785282744403,85.50751372175874
107,10,12,2000,2000,3,82.9236659004909,84.45923062311068,85.64552017685286,1013,random,0.9166666666666666,0.9037037037037037,83.38744241846354,84.60389923114117
108,10,12,2000,2000,3,82.9271457262135,84.5519175967755,85.81350045692942,1236,best,0.4166666666666667,0.8148148148148148,97.68193921921385,85.72289872671857
109,10,12,2000,2000,3,82.9271457262135,84.5519175967755,85.81350045692942,1236,random,0.9166666666666666,0.9555555555555556,96.44380154731076,84.50906503098398
110,10,12,2000,2000,3,82.94751869481524,84.81036120512526,86.0506954426285,1187,best,0.5833333333333334,0.8444444444444444,94.63771197320433,85.93077791344851
111,10,12,2000,2000,3,82.94751869481524,84.81036120512526,86.0506954426285,1187,random,1.0,0.9111111111111111,97.39801857106318,84.8138268966583
112,10,12,2000,2000,3,82.94867641334932,84.4625566698746,85.6054726096965,1260,best,0.5833333333333334,0.9037037037037037,87.63756381351511,85.51617012828747
113,10,12,2000,2000,3,82.94867641334932,84.4625566698746,85.6054726096965,1260,random,1.0,0.9333333333333333,98.97678148871327,84.39284328190965
114,10,12,2000,2000,3,82.95098886659576,84.1484737650083,85.23494089096745,1449,best,0.4166666666666667,0.8518518518518519,74.50012022058837,85.12403731101922
115,10,12,2000,2000,3,82.95098886659576,84.1484737650083,85.23494089096745,1449,random,0.9166666666666666,0.8962962962962963,98.41902089059235,84.40226222304221
116,10,12,2000,2000,3,82.95701405561253,84.24845560165566,85.45759624469977,1442,best,0.5833333333333334,0.8666666666666667,96.39743379624271,85.3484746129339
117,10,12,2000,2000,3,82.95701405561253,84.24845560165566,85.45759624469977,1442,random,0.9166666666666666,0.8962962962962963,92.64061120078432,84.13677657168041
118,10,12,2000,2000,3,82.96104216896643,84.54355382695537,85.62081091155117,1071,best,0.6666666666666666,0.8518518518518519,86.62617026440877,85.48007236840448
119,10,12,2000,2000,3,82.96104216896643,84.54355382695537,85.62081091155117,1071,random,1.0,0.9777777777777777,92.98190902927446,84.66067271265507
120,10,12,2000,2000,3,82.9644400273319,84.46793376616338,85.58580987577957,1250,best,0.75,0.8666666666666667,95.02487595954577,85.40974732900132
121,10,12,2000,2000,3,82.9644400273319,84.46793376616338,85.58580987577957,1250,random,1.0,0.9259259259259259,99.42463527226475,84.59980029747697
122,10,12,2000,2000,3,82.96636434979041,84.46679933707087,85.81372840910397,1170,best,0.3333333333333333,0.762962962962963,98.70180585610282,85.66243799401839
123,10,12,2000,2000,3,82.96636434979041,84.46679933707087,85.81372840910397,1170,random,0.9166666666666666,0.9185185185185185,98.86988551588719,84.42113539881379
124,10,12,2000,2000,3,82.9676410150812,84.49772233518009,85.50536250112249,1248,best,0.9166666666666666,0.8888888888888888,98.72681893159962,85.39103878513129
125,10,12,2000,2000,3,82.9676410150812,84.49772233518009,85.50536250112249,1248,random,1.0,0.9407407407407408,99.8925267437475,84.48984660890794
126,10,12,2000,2000,3,82.97156011041757,84.57827509862578,85.49053982086055,1005,best,0.75,0.8962962962962963,96.76124928933221,85.44851844497337
127,10,12,2000,2000,3,82.97156011041757,84.57827509862578,85.49053982086055,1005,random,0.9166666666666666,0.8962962962962963,98.04252042343256,84.57086742681061
128,10,12,2000,2000,3,82.97160123493025,84.17606301180676,85.25456931777966,1330,best,0.6666666666666666,0.8222222222222222,88.02051466763433,85.15025267227378
129,10,12,2000,2000,3,82.97160123493025,84.17606301180676,85.25456931777966,1330,random,1.0,0.9259259259259259,95.2461156520319,84.23213288514421
130,10,12,2000,2000,3,82.97343805383919,84.28088137735523,85.51512962016311,1179,best,0.5,0.8444444444444444,86.8313066895963,85.35328275731632
131,10,12,2000,2000,3,82.97343805383919,84.28088137735523,85.51512962016311,1179,random,0.8333333333333334,0.9333333333333333,94.32336999662478,84.13997059701218
132,10,12,2000,2000,3,82.98587354647663,84.59601102465406,85.69076702351474,1375,best,0.4166666666666667,0.8518518518518519,95.22513755234513,85.6288169132689
133,10,12,2000,2000,3,82.98587354647663,84.59601102465406,85.69076702351474,1375,random,0.8333333333333334,0.9037037037037037,91.36226653388884,84.6436196987503
134,10,12,2000,2000,3,82.98735715585667,84.25628338242562,85.39714417829464,1419,best,0.5833333333333334,0.8296296296296296,75.13381732430545,85.27484728144378
135,10,12,2000,2000,3,82.98735715585667,84.25628338242562,85.39714417829464,1419,random,1.0,0.9037037037037037,98.4503893079282,84.13188969535753
136,10,12,2000,2000,3,82.98978629142782,84.65975469870999,86.32292677793572,1411,best,0.5,0.8148148148148148,70.7279834041562,85.94367714433184
137,10,12,2000,2000,3,82.98978629142782,84.65975469870999,86.32292677793572,1411,random,1.0,0.9629629629629629,99.2876210832109,84.66686423216959
138,10,12,2000,2000,3,82.99276074497696,84.9163713822213,85.83035715319969,1414,best,0.8333333333333334,0.8222222222222222,99.51358263490054,85.76226936031037
139,10,12,2000,2000,3,82.99276074497696,84.9163713822213,85.83035715319969,1414,random,1.0,0.9481481481481482,93.63725327139237,84.97695872257364
140,10,12,2000,2000,3,82.9932146116027,84.25421315216923,85.30521223206284,1287,best,0.6666666666666666,0.8518518518518519,98.67742094915232,85.21193552250465
141,10,12,2000,2000,3,82.9932146116027,84.25421315216923,85.30521223206284,1287,random,0.9166666666666666,0.9333333333333333,96.87965107485633,84.29665672126009
142,10,12,2000,2000,3,82.99817282007069,84.19510533647136,85.31015021342994,1119,best,0.5833333333333334,0.8518518518518519,99.14400237158434,85.23889878619497
143,10,12,2000,2000,3,82.99817282007069,84.19510533647136,85.31015021342994,1119,random,1.0,0.9333333333333333,89.7129273352759,84.14560044518994
144,10,12,2000,2000,3,82.9992728724942,84.43096448927353,85.72994369841182,1195,best,0.5,0.8074074074074074,85.04300277469602,85.5180775986936
145,10,12,2000,2000,3,82.9992728724942,84.43096448927353,85.72994369841182,1195,random,1.0,0.8962962962962963,94.65896941255426,84.38178401842316
146,10,12,2000,2000,3,83.00624446395496,84.51505252833783,85.64471130711121,1070,best,0.6666666666666666,0.8592592592592593,91.72194910457992,85.47536356549885
147,10,12,2000,2000,3,83.00624446395496,84.51505252833783,85.64471130711121,1070,random,0.9166666666666666,0.9407407407407408,99.55175838227562,84.42391647000139
148,10,12,2000,2000,3,83.01210812065437,84.31946638811242,85.3159106321915,1203,best,0.5833333333333334,0.8814814814814814,93.18772648544068,85.26181104443293
149,10,12,2000,2000,3,83.01210812065437,84.31946638811242,85.3159106321915,1203,random,1.0,0.9333333333333333,97.74499801957793,84.24128173124775
150,10,12,2000,2000,3,83.03326085385741,84.36371800410387,85.89179415516148,1011,best,0.5,0.7851851851851852,98.32193442726866,85.51224563974534
151,10,12,2000,2000,3,83.03326085385741,84.36371800410387,85.89179415516148,1011,random,1.0,0.9333333333333333,99.63328904550163,84.70746228560023
152,10,12,2000,2000,3,83.03331970415151,84.49097890124527,85.45477715251866,1009,best,0.5833333333333334,0.8740740740740741,99.48052097138381,85.40766154560193
153,10,12,2000,2000,3,83.03331970415151,84.49097890124527,85.45477715251866,1009,random,1.0,0.9111111111111111,95.14510421024012,84.42940678715836
154,10,12,2000,2000,3,83.0340365517038,84.2721088299429,85.48818772911888,1281,best,0.5,0.8592592592592593,93.49005833018367,85.435077214325
155,10,12,2000,2000,3,83.0340365517038,84.2721088299429,85.48818772911888,1281,random,0.8333333333333334,0.8592592592592593,95.7643976777676,84.17877855728175
156,10,12,2000,2000,3,83.03623011058941,84.15236779754036,85.1464290540225,1008,best,0.6666666666666666,0.7925925925925926,95.70221111694485,85.05365805183358
157,10,12,2000,2000,3,83.03623011058941,84.15236779754036,85.1464290540225,1008,random,0.9166666666666666,0.9037037037037037,91.48252033366059,84.03227007719688
158,10,12,2000,2000,3,83.04831904348343,84.50701527697899,85.60518238857199,1293,best,0.75,0.9259259259259259,94.29321220170065,85.49249790599785
159,10,12,2000,2000,3,83.04831904348343,84.50701527697899,85.60518238857199,1293,random,1.0,0.8962962962962963,84.41627000050958,84.35052273163092
160,10,12,2000,2000,3,83.05278259861186,84.37702625696593,85.44401556003307,1463,best,0.6666666666666666,0.8592592592592593,92.70241362984393,85.39457232931292
161,10,12,2000,2000,3,83.05278259861186,84.37702625696593,85.44401556003307,1463,random,0.9166666666666666,0.8666666666666667,81.55905961190129,84.40979052232835
162,10,12,2000,2000,3,83.05451484327384,84.39521307306241,85.74420457438134,1189,best,0.6666666666666666,0.8518518518518519,86.01845614321944,85.49712173920912
163,10,12,2000,2000,3,83.05451484327384,84.39521307306241,85.74420457438134,1189,random,0.9166666666666666,0.8444444444444444,95.30661079875729,84.0731880808733
164,10,12,2000,2000,3,83.05726100743472,84.7124433362424,85.85945334132118,1424,best,0.5833333333333334,0.8888888888888888,90.9827828831872,85.75684122442962
165,10,12,2000,2000,3,83.05726100743472,84.7124433362424,85.85945334132118,1424,random,1.0,0.9037037037037037,98.92443746309095,84.75656155683804
166,10,12,2000,2000,3,83.062562532565,84.45105392275346,85.54727632037576,1434,best,0.75,0.8814814814814814,90.64396157817191,85.49131622352598
167,10,12,2000,2000,3,83.062562532565,84.45105392275346,85.54727632037576,1434,random,1.0,0.9333333333333333,94.4557547962412,84.52473522271313
168,10,12,2000,2000,3,83.0689868337051,84.28793436563258,85.42548797721065,1422,best,0.5,0.7851851851851852,82.09163457150527,85.33850353927446
169,10,12,2000,2000,3,83.0689868337051,84.28793436563258,85.42548797721065,1422,random,1.0,0.9185185185185185,99.62880249891667,84.27269544878132
170,10,12,2000,2000,3,83.07041718954423,84.5480661983491,85.89136875729133,1382,best,0.75,0.9037037037037037,96.32785358419869,85.62348816366018
171,10,12,2000,2000,3,83.07041718954423,84.5480661983491,85.89136875729133,1382,random,0.9166666666666666,0.9185185185185185,99.48004555279374,84.41964773305476
172,10,12,2000,2000,3,83.07726241464044,84.72355486983534,85.86523190214237,1485,best,0.6666666666666666,0.8814814814814814,98.23411363824192,85.71073621708402
173,10,12,2000,2000,3,83.07726241464044,84.72355486983534,85.86523190214237,1485,random,1.0,0.9481481481481482,98.87983851923092,84.60689113134335
174,10,12,2000,2000,3,83.0805187243342,84.56604756274474,85.4563575275949,1339,best,0.75,0.837037037037037,90.87226797403967,85.41614943564771
175,10,12,2000,2000,3,83.0805187243342,84.56604756274474,85.4563575275949,1339,random,1.0,0.9407407407407408,93.62662572121985,84.52486436358663
176,10,12,2000,2000,3,83.08369123059362,84.37286205270303,85.5965470634114,1020,best,0.75,0.837037037037037,95.7840553570001,85.37906411675804
177,10,12,2000,2000,3,83.08369123059362,84.37286205270303,85.5965470634114,1020,random,1.0,0.9037037037037037,99.09087820090184,84.31227784586751
178,10,12,2000,2000,3,83.1060146791597,84.76670591494477,86.1026071799526,1055,best,0.4166666666666667,0.8148148148148148,93.99775871121595,85.98954588283769
179,10,12,2000,2000,3,83.1060146791597,84.76670591494477,86.1026071799526,1055,random,1.0,0.9259259259259259,94.91563372244931,84.86467502147171
180,10,12,2000,2000,3,83.10863187496736,84.72349802500182,85.87835806295229,1048,best,0.75,0.8666666666666667,95.29881593640299,85.7963296892428
181,10,12,2000,2000,3,83.10863187496736,84.72349802500182,85.87835806295229,1048,random,0.75,0.8962962962962963,96.18864783188516,84.73107511391036
182,10,12,2000,2000,3,83.11250776500796,84.67065988618972,85.9035642393319,1012,best,0.6666666666666666,0.9037037037037037,96.24820639287012,85.6967974067116
